Type,Manufacturer,Product Name,Loft,Club No,Rule Pre-2010,Rule Post-2010,Image Link
Wedge,,Kawachi Premier Pro,52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-0717.jpg
Wedge,,Kawachi Premier Pro,56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-0717.jpg
Wedge,,Kawachi Premiere R2,56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-0715.jpg
Wedge,,Kawachi Premiere R2,52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-0715.jpg
Wedge,,Kawachi Sniper Pro,52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-0711.jpg
Wedge,,Kawachi Sniper Pro,56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-0711.jpg
Wedge,,Kawachi Sniper XR,56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-0713.jpg
Wedge,,Kawachi Sniper XR,52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-0713.jpg
Wedge,1879 Co. Ltd.,1879Orac,52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2023-0125.jpg
Wedge,1879 Co. Ltd.,1879Orac,56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2023-0125.jpg
Wedge,A Design Golf Inc,A GRIND AMC,48,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2023-0271.jpg
Wedge,A Design Golf Inc,A GRIND AMC,56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2023-0271.jpg
Wedge,A Design Golf Inc,A GRIND AMC,52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2023-0271.jpg
Wedge,A Design Golf Inc,A GRIND AMC,50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2023-0271.jpg
Wedge,A Design Golf Inc,A GRIND AMC,58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2023-0271.jpg
Wedge,A Design Golf Inc,A Grind BX-W,52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2018-0390.jpg
Wedge,A Design Golf Inc,A Grind BX-W,50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2018-0390.jpg
Wedge,A Design Golf Inc,A Grind BX-W,56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2018-0390.jpg
Wedge,A Design Golf Inc,A Grind BX-W,58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2018-0390.jpg
Wedge,A Design Golf Inc,A Grind BX-W (Non-Plated),54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2019-0229.jpg
Wedge,A Design Golf Inc,A Grind BX-W (Non-Plated),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2019-0229.jpg
Wedge,A Design Golf Inc,A Grind BX-W (Non-Plated),48,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2019-0229.jpg
Wedge,A Design Golf Inc,A Grind BX-W (Plated),50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2018-0389.jpg
Wedge,A Design Golf Inc,A Grind BX-W (Plated),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2019-0230.jpg
Wedge,A Design Golf Inc,A Grind BX-W (Plated),58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2018-0389.jpg
Wedge,A Design Golf Inc,A Grind BX-W (Plated),52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2018-0389.jpg
Wedge,A Design Golf Inc,A Grind BX-W (Plated),54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2019-0230.jpg
Wedge,A Design Golf Inc,A Grind BX-W (Plated),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2018-0389.jpg
Wedge,A Design Golf Inc,A Grind BX-W (Plated) (Version 2),48,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2019-0344.jpg
Wedge,A Design Golf Inc,A Grind Junior,50,A,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2018-0033.jpg
Wedge,A Design Golf Inc,A Grind Junior,56,S,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2018-0033.jpg
Wedge,Acushnet Company,Titleist 300 Series,55,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20120150.jpg
Wedge,Acushnet Company,Titleist 300 Series,59,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20120150.jpg
Wedge,Acushnet Company,Titleist 300 Series,51,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20120150.jpg
Wedge,Acushnet Company,Titleist BV Vokey Design 460-08 C-C,60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110898.jpg
Wedge,Acushnet Company,Titleist BV Vokey Design SM4 200 Series C-C,54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20111009.jpg
Wedge,Acushnet Company,Titleist BV Vokey LT,50/08,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-1320b.jpg
Wedge,Acushnet Company,Titleist BV Vokey LT,52/08,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-1320c.jpg
Wedge,Acushnet Company,Titleist BV Vokey LT,48/06,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-1320a.jpg
Wedge,Acushnet Company,Titleist BV Vokey LT,56/11,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-1320d.jpg
Wedge,Acushnet Company,Titleist BV Vokey LT (Version 2),58/08,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2010-1320c.jpg
Wedge,Acushnet Company,Titleist High Performance,56/11,,Yes,No,https://www.usga.org/equipment/images/conf_clubs/19920112.jpg
Wedge,Acushnet Company,Titleist JP (High Bounce),53,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170211.jpg
Wedge,Acushnet Company,Titleist JP (High Bounce),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170211.jpg
Wedge,Acushnet Company,Titleist JP (High Bounce),52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170211.jpg
Wedge,Acushnet Company,Titleist JP (High Bounce),50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170211.jpg
Wedge,Acushnet Company,Titleist JP (High Bounce),55,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170222.jpg
Wedge,Acushnet Company,Titleist JP (High Bounce),48,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170222.jpg
Wedge,Acushnet Company,Titleist JP (High Bounce),46,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170211.jpg
Wedge,Acushnet Company,Titleist JP (High Bounce),51,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170211.jpg
Wedge,Acushnet Company,Titleist JP (High Bounce),47,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170222.jpg
Wedge,Acushnet Company,Titleist JP (High Bounce),54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170211.jpg
Wedge,Acushnet Company,Titleist JP (High Bounce),57,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170257.jpg
Wedge,Acushnet Company,Titleist JP (High Bounce),59,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170211.jpg
Wedge,Acushnet Company,Titleist JP (High Bounce),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170211.jpg
Wedge,Acushnet Company,Titleist JP (High Bounce),49,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170222.jpg
Wedge,Acushnet Company,Titleist JP (High Bounce),45,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170222.jpg
Wedge,Acushnet Company,Titleist JP (High Bounce),58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170222.jpg
Wedge,Acushnet Company,Titleist JP (Low Bounce),59,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170220.jpg
Wedge,Acushnet Company,Titleist JP (Low Bounce),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170209.jpg
Wedge,Acushnet Company,Titleist JP (Low Bounce),57,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170220.jpg
Wedge,Acushnet Company,Titleist JP (Low Bounce),58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170209.jpg
Wedge,Acushnet Company,Titleist JP (Mid Bounce),53,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170256.jpg
Wedge,Acushnet Company,Titleist JP (Mid Bounce),57,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170256.jpg
Wedge,Acushnet Company,Titleist JP (Mid Bounce),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170256.jpg
Wedge,Acushnet Company,Titleist JP (Mid Bounce),45,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170210.jpg
Wedge,Acushnet Company,Titleist JP (Mid Bounce),48,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170210.jpg
Wedge,Acushnet Company,Titleist JP (Mid Bounce),59,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170256.jpg
Wedge,Acushnet Company,Titleist JP (Mid Bounce),55,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170210.jpg
Wedge,Acushnet Company,Titleist JP (Mid Bounce),52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170210.jpg
Wedge,Acushnet Company,Titleist JP (Mid Bounce),51,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170221.jpg
Wedge,Acushnet Company,Titleist JP (Mid Bounce),47,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170221.jpg
Wedge,Acushnet Company,Titleist JP (Mid Bounce),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170210.jpg
Wedge,Acushnet Company,Titleist JP (Mid Bounce),54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170221.jpg
Wedge,Acushnet Company,Titleist JP (Mid Bounce),46,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170256.jpg
Wedge,Acushnet Company,Titleist JP (Mid Bounce),50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170210.jpg
Wedge,Acushnet Company,Titleist JP (Mid Bounce),49,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170210.jpg
Wedge,Acushnet Company,Titleist JP (Mid Bounce),58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20170256.jpg
Wedge,Acushnet Company,Titleist SM4 Oversize (Version 1),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110899.jpg
Wedge,Acushnet Company,Titleist SM4 Oversize (Version 2),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20111010.jpg
Wedge,Acushnet Company,Titleist Vokey 058,58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20120490.jpg
Wedge,Acushnet Company,Titleist Vokey 60 J,60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150032.jpg
Wedge,Acushnet Company,Titleist Vokey 64,64,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20200379.jpg
Wedge,Acushnet Company,Titleist Vokey 64T Limited (Jet Black),64,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20160182.jpg
Wedge,Acushnet Company,Titleist Vokey Cold Forged,56/08,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2013-0342.jpg
Wedge,Acushnet Company,Titleist Vokey Cold Forged,46/08,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2013-0342.jpg
Wedge,Acushnet Company,Titleist Vokey Cold Forged,58/04,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2013-0342.jpg
Wedge,Acushnet Company,Titleist Vokey Cold Forged,48/08,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2013-0342.jpg
Wedge,Acushnet Company,Titleist Vokey Cold Forged,56/14,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2013-0342.jpg
Wedge,Acushnet Company,Titleist Vokey Cold Forged,56/10,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2013-0342.jpg
Wedge,Acushnet Company,Titleist Vokey Cold Forged,58/12,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2013-0342.jpg
Wedge,Acushnet Company,Titleist Vokey Cold Forged,58/08,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2013-0342.jpg
Wedge,Acushnet Company,Titleist Vokey Cold Forged,60/10,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2013-0342.jpg
Wedge,Acushnet Company,Titleist Vokey Cold Forged,50/08,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2013-0342.jpg
Wedge,Acushnet Company,Titleist Vokey Cold Forged,54/10,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2013-0342.jpg
Wedge,Acushnet Company,Titleist Vokey Cold Forged,52/08,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2013-0342.jpg
Wedge,Acushnet Company,Titleist Vokey Cold Forged,62/09,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2013-0342.jpg
Wedge,Acushnet Company,Titleist Vokey Cold Forged,60/07,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/R2013-0342.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (BV Prototype),52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150198.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (BV Prototype),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150198.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (BV Prototype),50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150198.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (BV Prototype),48,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150198.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (BV Prototype),54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150198.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (BV Prototype),58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150198.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (BV Prototype),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150198.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Custom Logo),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150194.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Custom Logo),50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150194.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Custom Logo),52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150194.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Custom Logo),58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150194.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Custom Logo),54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150194.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Custom Logo),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150194.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Prototype BV),54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150199.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Prototype BV),52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150199.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Prototype BV),58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150199.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Prototype BV),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150199.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Prototype BV),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150199.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Prototype BV),50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150199.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Spin Milled CC),54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150196.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Spin Milled CC),50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150196.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Spin Milled CC),58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150196.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Spin Milled CC),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150196.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Spin Milled CC),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150196.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Spin Milled CC),52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150196.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Spin Milled SM4),50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150197.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Spin Milled SM4),58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150197.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Spin Milled SM4),52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150197.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Spin Milled SM4),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150197.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Spin Milled SM4),54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150197.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Spin Milled SM4),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150197.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Spin Milled),54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150195.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Spin Milled),50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150195.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Spin Milled),58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150195.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Spin Milled),52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150195.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Spin Milled),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150195.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design 200 Series C-C (Spin Milled),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20150195.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Black Oxide),50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20120026.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Black Oxide),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20120026.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Black Oxide),52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20120026.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Black Oxide),58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20120026.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Black Oxide),54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20120026.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Black Oxide),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20120026.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Satin Chrome),58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110931.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Satin Chrome),50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110931.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Satin Chrome),52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110931.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Satin Chrome),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110931.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Satin Chrome),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110931.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Satin Chrome),54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110931.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Satin Chrome) (BV ),52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110934.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Satin Chrome) (BV ),50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110934.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Satin Chrome) (BV),54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110934.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Satin Chrome) (BV),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110934.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Satin Chrome) (BV),58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110934.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Satin Chrome) (BV),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110934.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Satin Chrome) (Diamonds),54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110933.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Satin Chrome) (Diamonds),58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110933.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Satin Chrome) (Diamonds),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110933.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Satin Chrome) (Diamonds),52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110933.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Satin Chrome) (Diamonds),50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110933.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Satin Chrome) (Diamonds),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110933.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Satin Chrome) (Saw),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110932.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Satin Chrome) (Saw),50,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110932.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Satin Chrome) (Saw),58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110932.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Satin Chrome) (Saw),52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110932.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Satin Chrome) (Saw),54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110932.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design SM4 TVD M Series (Satin Chrome) (Saw),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110932.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design TK w/ BV 2011,56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110751.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design TK w/ BV 2011 (LH),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20110752.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design TVD K Series (LH),54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20160265.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design TVD K Series (LH),60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20160265.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design TVD K Series (LH),58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20160265.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design TVD K Series (LH),56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20160265.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design TVD M Series C-C w/ BV 2010,58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20100610.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design TVD M Series C-C w/ BV 2010,56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20100610.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design TVD M Series C-C w/ BV 2010,54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20100610.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design TVD M Series C-C w/ BV 2010,52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20100610.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design TVD M Series C-C w/ BV 2010,60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20100610.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design TVD M Series C-C w/ Oil Can,52,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20100637.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design TVD M Series C-C w/ Oil Can,60,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20100637.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design TVD M Series C-C w/ Oil Can,56,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20100637.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design TVD M Series C-C w/ Oil Can,58,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20100637.jpg
Wedge,Acushnet Company,Titleist Vokey Custom Design TVD M Series C-C w/ Oil Can,54,,Yes,Yes,https://www.usga.org/equipment/images/conf_clubs/20100637.jpg
